Posted_Date,Transaction_Date,Action,Ticker,Expiry,Strike,Option_Type,Type,Quantity,Price,Fees & Com,Amount,Status
02/03/2025,01/31/2025,Expired,EXPE,01/31/2025,170.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Expired,CAT,01/31/2025,360.0,Put,Expired,3.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Expired,BLK,01/31/2025,940.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Expired,AVGO,01/31/2025,180.0,Put,Expired,5.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Expired,ADSK,01/31/2025,290.0,Put,Expired,5.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Assigned,AVGO,01/31/2025,215.0,Call,Assigned,1.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Assigned,CVX,01/31/2025,152.5,Put,Assigned,1.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Assigned,MCD,01/31/2025,290.0,Put,Assigned,1.0,0.0,0.0,0.0,Close
02/03/2025,01/31/2025,Assigned,NVDA,01/31/2025,124.0,Put,Assigned,1.0,0.0,0.0,0.0,Close
01/31/2025,01/31/2025,Buy to Open,NVDA,06/20/2025,120.0,Put,Put Buy,2.0,15.94,0.52,-3188.52,Open
01/31/2025,01/31/2025,Sell to Open,AVGO,02/07/2025,215.0,Put,Put Sell,1.0,3.2,0.27,319.73,Close
01/31/2025,01/31/2025,Buy to Close,AVGO,02/07/2025,217.5,Put,Put Buy,1.0,3.45,0.26,-345.26,Close
01/31/2025,01/31/2025,Sell to Open,WDAY,02/07/2025,255.0,Put,Put Sell,4.0,1.5,1.07,598.93,Close
01/31/2025,01/31/2025,Sell to Open,ORCL,02/07/2025,170.0,Put,Put Sell,3.0,2.1,0.81,629.19,Close
01/31/2025,01/31/2025,Buy to Close,CAT,01/31/2025,370.0,Put,Put Buy,1.0,0.15,0.26,-15.26,Close
01/31/2025,01/31/2025,Sell to Open,AVGO,02/07/2025,217.5,Put,Put Sell,1.0,3.5,0.27,349.73,Close
01/31/2025,01/31/2025,Buy to Close,AVGO,01/31/2025,225.0,Call,Call Buy,4.0,1.2,1.04,-481.04,Close
01/31/2025,01/31/2025,Buy to Open,NVDA,06/20/2025,120.0,Put,Put Buy,3.0,13.4,0.78,-4020.78,Open
01/31/2025,01/31/2025,Buy,NVDA,,0.0,,Stock Buy,300.0,126.0,0.0,-37800.0,Open
01/31/2025,01/31/2025,Buy to Close,NVDA,01/31/2025,118.0,Put,Put Buy,3.0,0.07,0.78,-21.78,Close
01/31/2025,01/31/2025,Buy to Close,NVDA,01/31/2025,116.0,Put,Put Buy,2.0,0.04,0.02,-8.02,Close
01/31/2025,01/31/2025,Sell to Open,NVDA,01/31/2025,124.0,Put,Put Sell,1.0,0.61,0.26,60.74,Close
01/31/2025,01/31/2025,Sell to Open,AAPL,02/07/2025,235.0,Put,Put Sell,1.0,0.99,0.26,98.74,Close
01/31/2025,01/31/2025,Sell to Open,INTC,02/07/2025,22.5,Call,Call Sell,20.0,0.09,5.29,174.71,Close
01/31/2025,01/31/2025,Sell to Open,CAT,02/07/2025,365.0,Put,Put Sell,1.0,2.2,0.27,219.73,Close
01/31/2025,01/31/2025,Sell to Open,CAT,02/07/2025,375.0,Put,Put Sell,1.0,4.35,0.27,434.73,Close
01/31/2025,01/31/2025,Buy,NVDA,,0.0,,Stock Buy,200.0,122.82,0.0,-24563.98,Open
01/31/2025,01/31/2025,Sell,NVDA,,0.0,,Stock Sell,200.0,122.87,0.71,24573.33,Open
01/30/2025,01/30/2025,Credit Interest,,,0.0,,Interest,0.0,0.0,0.0,11.6,Open
01/30/2025,01/30/2025,Margin Interest,,,0.0,,Interest,0.0,0.0,0.0,-156.74,Open
01/30/2025,01/30/2025,Buy to Close,NVDA,01/31/2025,119.0,Put,Put Buy,5.0,0.9,1.3,-451.3,Close
01/30/2025,01/30/2025,Sell to Open,NVDA,01/31/2025,119.0,Put,Put Sell,5.0,1.78,1.33,888.67,Close
01/30/2025,01/30/2025,Sell to Open,NVDA,01/31/2025,116.0,Put,Put Sell,2.0,0.77,0.53,153.47,Close
01/30/2025,01/30/2025,Sell to Open,NVDA,01/31/2025,118.0,Put,Put Sell,3.0,1.35,0.8,404.2,Close
01/30/2025,01/30/2025,Sell to Open,HD,02/07/2025,395.0,Put,Put Sell,2.0,0.57,0.53,113.47,Close
01/30/2025,01/30/2025,Sell to Open,CAT,02/07/2025,355.0,Put,Put Sell,2.0,0.85,0.53,169.47,Close
01/30/2025,01/30/2025,Sell to Open,AMD,02/07/2025,130.0,Call,Call Sell,5.0,1.72,1.33,858.67,Close
01/30/2025,01/30/2025,Sell to Open,AMD,02/07/2025,131.0,Call,Call Sell,5.0,1.58,1.33,788.67,Close
01/30/2025,01/30/2025,Sell to Open,CAT,01/31/2025,370.0,Put,Put Sell,1.0,1.51,0.26,150.74,Close
01/30/2025,01/30/2025,Sell to Open,MSFT,02/07/2025,380.0,Put,Put Sell,3.0,0.21,0.79,62.21,Close
01/30/2025,01/30/2025,Sell to Open,MSFT,02/07/2025,390.0,Put,Put Sell,5.0,0.47,1.32,233.68,Close
01/30/2025,01/30/2025,Sell to Open,MSFT,01/31/2025,410.0,Put,Put Sell,2.0,1.39,0.54,277.46,Close
01/30/2025,01/30/2025,Sell to Close,MSFT,05/16/2025,430.0,Put,Put Sell,4.0,25.8,1.34,10318.66,Open
01/30/2025,01/30/2025,Sell,MSFT,,0.0,,Stock Sell,100.0,416.21,1.18,41619.82,Open
01/30/2025,01/30/2025,Sell to Close,MSFT,01/31/2025,445.0,Put,Put Sell,1.0,28.79,0.34,2878.66,Close
01/29/2025,01/29/2025,Sell to Open,ORCL,02/07/2025,150.0,Put,Put Sell,1.0,0.78,0.26,77.74,Close
01/29/2025,01/29/2025,Sell to Open,TOL,02/07/2025,127.0,Put,Put Sell,1.0,0.5,0.26,49.74,Close
01/29/2025,01/29/2025,Sell to Open,CVX,02/07/2025,147.0,Put,Put Sell,1.0,0.4,0.26,39.74,Close
01/29/2025,01/29/2025,Sell to Close,ADP,01/31/2025,300.0,Put,Put Sell,1.0,1.1,0.26,109.74,Close
01/29/2025,01/29/2025,Sell,ADP,,0.0,,Stock Sell,100.0,305.0,0.87,30499.13,Open
01/29/2025,01/29/2025,Qualified Dividend,CMCSA,,0.0,,Dividend,0.0,0.0,0.0,372.0,Close
01/28/2025,01/28/2025,Buy to Open,MSFT,01/31/2025,445.0,Put,Put Buy,1.0,9.76,0.26,-976.26,Close
01/28/2025,01/28/2025,Buy,MSFT,,0.0,,Stock Buy,100.0,444.0,0.0,-44400.0,Open
01/28/2025,01/28/2025,Sell,MSFT,,0.0,,Stock Sell,400.0,444.5,5.01,177794.99,Open
01/28/2025,01/28/2025,Sell to Open,HD,02/07/2025,400.0,Put,Put Sell,1.0,1.02,0.26,101.74,Close
01/28/2025,01/28/2025,Sell,AMZN,,0.0,,Stock Sell,200.0,240.17,1.37,48032.63,Open
01/28/2025,01/28/2025,Sell to Close,AMZN,02/07/2025,235.0,Put,Put Sell,2.0,6.03,0.56,1205.44,Close
01/28/2025,01/28/2025,Buy to Open,CAT,05/16/2025,350.0,Put,Put Buy,1.0,9.0,0.26,-900.26,Open
01/28/2025,01/28/2025,Buy,CAT,,0.0,,Stock Buy,100.0,387.6,0.0,-38760.0,Open
01/28/2025,01/28/2025,Sell to Open,AVGO,02/07/2025,180.0,Put,Put Sell,1.0,1.51,0.26,150.74,Close
01/28/2025,01/28/2025,Sell to Open,NKE,02/07/2025,78.0,Call,Call Sell,5.0,0.46,1.32,228.68,Close
01/28/2025,01/28/2025,Sell to Open,MCD,01/31/2025,290.0,Put,Put Sell,1.0,0.98,0.26,97.74,Close
01/27/2025,01/27/2025,Buy to Open,AVGO,06/20/2025,200.0,Put,Put Buy,5.0,23.0,1.3,-11501.3,Open
01/27/2025,01/27/2025,Sell to Open,ORCL,01/31/2025,170.0,Call,Call Sell,3.0,1.61,0.8,482.2,Close
01/27/2025,01/27/2025,Buy to Open,ORCL,06/20/2025,150.0,Put,Put Buy,3.0,9.0,0.78,-2700.78,Open
01/27/2025,01/27/2025,Buy,ORCL,,0.0,,Stock Buy,300.0,162.39,0.0,-48717.0,Open
01/27/2025,01/27/2025,Sell to Open,AVGO,01/31/2025,215.0,Call,Call Sell,1.0,2.95,0.27,294.73,Close
01/27/2025,01/27/2025,Buy,AVGO,,0.0,,Stock Buy,100.0,205.0,0.0,-20500.0,Open
01/27/2025,01/27/2025,Sell,CEG,,0.0,,Stock Sell,100.0,280.1,0.8,28009.2,Open
01/27/2025,01/27/2025,Sell to Open,CVX,01/31/2025,152.5,Put,Put Sell,1.0,0.83,0.26,82.74,Close
01/27/2025,01/27/2025,Sell to Close,MSFT,05/16/2025,430.0,Put,Put Sell,6.0,19.7,1.92,11818.08,Open
01/27/2025,01/27/2025,Buy to Open,NKE,06/20/2025,72.5,Put,Put Buy,5.0,4.0,1.3,-2001.3,Open
01/27/2025,01/27/2025,Buy,CEG,,0.0,,Stock Buy,100.0,280.0,0.0,-28000.0,Open
01/27/2025,01/27/2025,Sell to Open,QCOM,01/31/2025,165.0,Put,Put Sell,3.0,1.3,0.8,389.2,Close
01/27/2025,01/27/2025,Sell to Open,AVGO,01/31/2025,225.0,Call,Call Sell,4.0,2.95,1.08,1178.92,Close
01/27/2025,01/27/2025,Sell to Open,CAT,01/31/2025,360.0,Put,Put Sell,3.0,0.97,0.8,290.2,Close
01/27/2025,01/27/2025,Buy to Close,MSFT,01/31/2025,435.0,Call,Call Buy,4.0,6.5,1.04,-2601.04,Close
01/27/2025,01/27/2025,Sell to Open,WDAY,01/31/2025,255.0,Put,Put Sell,4.0,1.55,1.07,618.93,Close
01/27/2025,01/27/2025,Sell to Open,QCOM,01/31/2025,162.5,Put,Put Sell,10.0,1.19,2.67,1187.33,Close
01/27/2025,01/27/2025,Sell to Open,MSFT,01/31/2025,435.0,Call,Call Sell,4.0,6.75,1.13,2698.87,Close
01/27/2025,01/27/2025,Sell,WDAY,,0.0,,Stock Sell,100.0,258.0,0.74,25799.26,Open
01/27/2025,01/27/2025,Sell,CEG,,0.0,,Stock Sell,200.0,302.0,1.71,60398.29,Open
01/27/2025,01/27/2025,Buy,CEG,,0.0,,Stock Buy,100.0,290.0,0.0,-29000.0,Open
01/27/2025,01/27/2025,Buy,CEG,,0.0,,Stock Buy,100.0,300.0,0.0,-30000.0,Open
01/27/2025,01/27/2025,Sell,ORCL,,0.0,,Stock Sell,100.0,174.1,0.5,17409.5,Open
01/27/2025,01/27/2025,Buy,AVGO,,0.0,,Stock Buy,100.0,213.0,0.0,-21300.0,Open
01/27/2025,01/27/2025,Sell,QCOM,,0.0,,Stock Sell,200.0,170.0,0.98,33999.02,Open
01/27/2025,01/27/2025,Buy,AVGO,,0.0,,Stock Buy,100.0,215.0,0.0,-21500.0,Open
01/27/2025,01/27/2025,Buy,ORCL,,0.0,,Stock Buy,100.0,174.0,0.0,-17400.0,Open
01/27/2025,01/27/2025,Sell,META,,0.0,,Stock Sell,100.0,625.0,1.76,62498.24,Open
01/27/2025,01/27/2025,Buy,AVGO,,0.0,,Stock Buy,100.0,225.0,0.0,-22500.0,Open
01/27/2025,01/27/2025,Buy,META,,0.0,,Stock Buy,100.0,620.0,0.0,-62000.0,Open
01/27/2025,01/27/2025,Buy,QCOM,,0.0,,Stock Buy,100.0,165.0,0.0,-16500.0,Open
01/27/2025,01/27/2025,Buy,WDAY,,0.0,,Stock Buy,100.0,253.5,0.0,-25350.0,Open
01/27/2025,01/27/2025,Buy,MSFT,,0.0,,Stock Buy,100.0,430.0,0.0,-43000.0,Open
01/27/2025,01/27/2025,Buy,AVGO,,0.0,,Stock Buy,100.0,232.0,0.0,-23200.0,Open
01/27/2025,01/27/2025,Buy,QCOM,,0.0,,Stock Buy,100.0,166.8,0.0,-16680.0,Open
01/27/2025,01/27/2025,Buy,MSFT,,0.0,,Stock Buy,100.0,432.0,0.0,-43200.0,Open
01/27/2025,01/27/2025,Buy,MSFT,,0.0,,Stock Buy,100.0,434.0,0.0,-43400.0,Open
01/27/2025,01/27/2025,Buy,MSFT,,0.0,,Stock Buy,100.0,435.5,0.0,-43550.0,Open
01/27/2025,01/24/2025,Sell,MSFT,,0.0,,Stock Sell,1000.0,437.5,12.33,437487.67,Open
01/27/2025,01/24/2025,Sell,WDAY,,0.0,,Stock Sell,400.0,257.5,2.93,102997.07,Open
01/27/2025,01/24/2025,Buy,CVX,,0.0,,Stock Buy,300.0,157.5,0.0,-47250.0,Open
01/27/2025,01/24/2025,Buy,NKE,,0.0,,Stock Buy,500.0,74.0,0.0,-37000.0,Open
01/27/2025,01/24/2025,Expired,QCOM,01/24/2025,162.5,Put,Expired,10.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,MCD,01/24/2025,282.5,Put,Expired,5.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,MCD,01/24/2025,277.5,Put,Expired,5.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,GOOGL,01/24/2025,187.5,Put,Expired,10.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,CRM,01/24/2025,327.5,Put,Expired,1.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,ADBE,01/24/2025,427.5,Put,Expired,1.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,ADSK,01/24/2025,282.5,Put,Expired,1.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,ADBE,01/24/2025,405.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,ADBE,01/24/2025,380.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,QCOM,01/24/2025,165.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,NKE,01/24/2025,70.0,Put,Expired,10.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,HD,01/24/2025,410.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,HD,01/24/2025,360.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,HD,01/24/2025,405.0,Put,Expired,2.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,CVX,01/24/2025,155.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,CRM,01/24/2025,320.0,Put,Expired,1.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,CAT,01/24/2025,365.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,CEG,01/24/2025,300.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,AVGO,01/24/2025,225.0,Put,Expired,2.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,AXP,01/24/2025,260.0,Put,Expired,10.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Expired,AMZN,01/24/2025,200.0,Put,Expired,10.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Assigned,MSFT,01/24/2025,437.5,Call,Assigned,10.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Assigned,WDAY,01/24/2025,257.5,Call,Assigned,4.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Assigned,CVX,01/24/2025,157.5,Put,Assigned,3.0,0.0,0.0,0.0,Close
01/27/2025,01/24/2025,Assigned,NKE,01/24/2025,74.0,Put,Assigned,5.0,0.0,0.0,0.0,Close
01/24/2025,01/24/2025,Buy to Open,CVX,03/21/2025,150.0,Put,Put Buy,5.0,2.65,1.3,-1326.3,Close
01/24/2025,01/24/2025,Sell to Close,CVX,03/21/2025,135.0,Put,Put Sell,5.0,0.4,1.32,198.68,Close
01/24/2025,01/24/2025,Buy to Open,CVX,03/21/2025,150.0,Put,Put Buy,3.0,2.68,0.78,-804.78,Close
01/24/2025,01/24/2025,Buy,CVX,,0.0,,Stock Buy,500.0,156.0,0.0,-78000.0,Open
01/24/2025,01/24/2025,Sell to Open,MCD,01/31/2025,280.0,Put,Put Sell,5.0,0.7,1.32,348.68,Close
01/24/2025,01/24/2025,Sell to Open,GOOGL,01/31/2025,195.0,Put,Put Sell,10.0,1.14,2.67,1137.33,Close
01/24/2025,01/24/2025,Buy to Close,NVDA,01/24/2025,144.0,Call,Call Buy,20.0,0.33,5.22,-665.22,Close
01/24/2025,01/24/2025,Sell,AXP,,0.0,,Stock Sell,200.0,318.57,1.8,63712.2,Open
01/24/2025,01/24/2025,Sell to Close,AXP,01/24/2025,320.0,Put,Put Sell,2.0,2.93,0.55,585.45,Close
01/24/2025,01/24/2025,Qualified Dividend,TOL,,0.0,,Dividend,0.0,0.0,0.0,184.0,Close
01/23/2025,01/23/2025,Buy to Close,TSLA,01/24/2025,420.0,Call,Call Buy,9.0,2.33,2.35,-2099.35,Close
01/23/2025,01/23/2025,Sell to Close,TSLA,01/24/2025,417.5,Call,Call Sell,9.0,2.98,2.45,2679.55,Close
01/23/2025,01/23/2025,Buy to Close,TSLA,01/24/2025,420.0,Call,Call Buy,1.0,3.12,0.26,-312.26,Close
01/23/2025,01/23/2025,Sell to Close,TSLA,01/24/2025,417.5,Call,Call Sell,1.0,3.92,0.27,391.73,Close
01/23/2025,01/23/2025,Buy to Close,CAT,01/31/2025,360.0,Put,Put Buy,2.0,0.4,0.52,-80.52,Close
01/23/2025,01/23/2025,Buy to Close,CAT,01/24/2025,385.0,Put,Put Buy,3.0,0.06,0.78,-18.78,Close
01/23/2025,01/23/2025,Sell to Open,CAT,01/31/2025,360.0,Put,Put Sell,2.0,0.66,0.53,131.47,Close
01/22/2025,01/22/2025,Buy to Open,AMZN,02/07/2025,235.0,Put,Put Buy,2.0,8.9,0.52,-1780.52,Close
01/22/2025,01/22/2025,Buy,AMZN,,0.0,,Stock Buy,200.0,233.8,0.0,-46760.0,Open
01/22/2025,01/22/2025,Sell to Open,TOL,01/31/2025,129.0,Put,Put Sell,3.0,0.68,0.8,203.2,Close
01/22/2025,01/22/2025,Sell to Open,HD,01/24/2025,405.0,Put,Put Sell,2.0,0.54,0.53,107.47,Close
01/22/2025,01/22/2025,Buy to Open,AXP,01/24/2025,320.0,Put,Put Buy,2.0,5.97,0.52,-1194.52,Close
01/22/2025,01/22/2025,Buy,AXP,,0.0,,Stock Buy,200.0,320.8,0.0,-64160.0,Open
01/22/2025,01/22/2025,Sell to Open,NKE,01/24/2025,74.0,Put,Put Sell,5.0,0.53,1.32,263.68,Close
01/22/2025,01/22/2025,Sell to Open,MCD,01/24/2025,282.5,Put,Put Sell,5.0,1.61,1.33,803.67,Close
01/22/2025,01/22/2025,Sell to Open,ADSK,01/31/2025,290.0,Put,Put Sell,5.0,1.18,1.33,588.67,Close
01/22/2025,01/22/2025,Sell to Open,CRM,01/24/2025,327.5,Put,Put Sell,1.0,1.61,0.26,160.74,Close
01/21/2025,01/21/2025,Sell to Open,CRM,01/24/2025,320.0,Put,Put Sell,1.0,0.97,0.26,96.74,Close
01/21/2025,01/21/2025,Sell to Open,ADBE,01/24/2025,427.5,Put,Put Sell,1.0,0.96,0.26,95.74,Close
01/21/2025,01/21/2025,Sell to Open,CMI,02/21/2025,320.0,Put,Put Sell,2.0,1.02,0.54,203.46,Close
01/21/2025,01/21/2025,Sell to Open,HD,01/24/2025,410.0,Put,Put Sell,3.0,0.63,0.8,188.2,Close
01/21/2025,01/21/2025,Sell to Open,CEG,01/24/2025,300.0,Put,Put Sell,5.0,0.4,1.32,198.68,Close
01/21/2025,01/21/2025,Sell to Open,CAT,01/24/2025,385.0,Put,Put Sell,3.0,1.15,0.8,344.2,Close
01/21/2025,01/21/2025,Sell to Open,CVX,01/24/2025,157.5,Put,Put Sell,3.0,0.64,0.8,191.2,Close
01/21/2025,01/21/2025,Sell to Open,QCOM,01/24/2025,165.0,Put,Put Sell,3.0,1.4,0.8,419.2,Close
01/21/2025,01/21/2025,Sell to Open,QCOM,01/24/2025,162.5,Put,Put Sell,10.0,0.7,2.66,697.34,Close
01/21/2025,01/21/2025,Sell to Open,WDAY,01/24/2025,257.5,Call,Call Sell,4.0,0.77,1.06,306.94,Close
01/21/2025,01/21/2025,Sell,QCOM,,0.0,,Stock Sell,100.0,164.8,0.48,16479.52,Open
01/21/2025,01/21/2025,Sell,GOOGL,,0.0,,Stock Sell,100.0,197.33,0.57,19732.09,Open
01/21/2025,01/21/2025,Buy,QCOM,,0.0,,Stock Buy,100.0,164.7,0.0,-16470.0,Open
01/21/2025,01/21/2025,Buy,GOOGL,,0.0,,Stock Buy,100.0,196.14,0.0,-19614.0,Open
01/21/2025,01/17/2025,Expired,WDAY,01/17/2025,255.0,Call,Expired,4.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,TOL,01/17/2025,121.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,QCOM,01/17/2025,152.5,Put,Expired,3.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,INTC,01/17/2025,22.0,Call,Expired,45.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,GOOGL,01/17/2025,187.5,Put,Expired,10.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,CVX,01/17/2025,141.0,Put,Expired,3.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,AMD,01/17/2025,131.0,Call,Expired,15.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,ADSK,01/17/2025,265.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,VUG,01/17/2025,375.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,VGT,01/17/2025,585.0,Put,Expired,2.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,JPM,01/17/2025,225.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,CEG,01/17/2025,260.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,COST,01/17/2025,885.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,CMI,01/17/2025,320.0,Put,Expired,5.0,0.0,0.0,0.0,Close
01/21/2025,01/17/2025,Expired,META,01/17/2025,530.0,Put,Expired,5.0,0.0,0.0,0.0,Close
